4295173526 9278 0 5
4295173539 0 0 0
4295173552 0 0 0
4295173565 0 0 0
4295173578 0 0 0
4295173591 0 0 0
4295173604 0 0 0
4295173617 0 0 0
4295173630 0 0 0
4295173643 0 0 0
4295173656 0 0 0
4295173669 0 0 0
4295173682 0 0 0
4295173695 0 0 0
4295173708 0 0 0
4295173721 0 0 0
4295173734 0 0 0
4295173747 0 0 0
4295173760 0 0 0
4295173773 7424 0 3
4295173786 0 0 0
4295173799 0 0 0
4295173812 0 0 0
4295173825 0 0 0
4295173838 0 0 0
4295173851 0 0 0
4295173864 0 0 0
4295173877 0 0 0
4295173890 0 0 0
4295173903 0 0 0
4295173916 0 0 0
4295173929 0 0 0
4295173942 0 0 0
4295173955 0 0 0
4295173968 0 0 0
4295173981 0 0 0
4295173994 0 0 0
4295174007 0 0 0
4295174020 0 0 0
4295174033 6047 0 3
4295174046 0 0 0
4295174059 0 0 0
4295174072 0 0 0
4295174085 0 0 0
4295174098 0 0 0
4295174111 0 0 0
4295174124 0 0 0
4295174137 0 0 0
4295174150 0 0 0
4295174163 0 0 0
4295174176 0 0 0
4295174189 0 0 0
4295174202 0 0 0
4295174215 0 0 0
4295174228 0 0 0
4295174241 0 0 0
4295174254 0 0 0
4295174267 0 0 0
4295174280 5055 0 3
4295174293 0 0 0
4295174306 0 0 0
4295174319 0 0 0
4295174332 0 0 0
4295174345 0 0 0
4295174358 0 0 0
4295174371 0 0 0
4295174384 0 0 0
4295174397 0 0 0
4295174410 0 0 0
4295174423 0 0 0
4295174436 0 0 0
4295174449 0 0 0
4295174462 0 0 0
4295174475 0 0 0
4295174488 0 0 0
4295174501 0 0 0
4295174514 0 0 0
4295174528 1078 0 1
4295174541 3022 0 1
4295174554 0 0 0
4295174567 0 0 0
4295174580 0 0 0
4295174593 0 0 0
4295174606 0 0 0
4295174619 0 0 0
4295174632 0 0 0
4295174645 0 0 0
4295174658 0 0 0
4295174671 0 0 0
4295174684 0 0 0
4295174697 0 0 0
4295174710 0 0 0
4295174723 0 0 0
4295174736 0 0 0
4295174749 0 0 0
4295174762 0 0 0
4295174775 0 0 0
4295174788 3438 0 2
4295174801 0 0 0
4295174814 0 0 0
4295174827 0 0 0
4295174840 0 0 0
4295174853 0 0 0
4295174866 0 0 0
4295174879 0 0 0
4295174892 0 0 0
4295174905 0 0 0
4295174918 0 0 0
4295174931 0 0 0
4295174944 0 0 0
4295174957 0 0 0
4295174970 0 0 0
4295174983 0 0 0
4295174996 0 0 0
4295175009 0 0 0
4295175022 0 0 0
4295175035 2807 0 1
4295175048 0 0 0
4295175061 0 0 0
4295175074 0 0 0
4295175087 0 0 0
4295175100 0 0 0
4295175113 0 0 0
4295175126 0 0 0
4295175139 0 0 0
4295175152 0 0 0
4295175165 0 0 0
4295175178 0 0 0
4295175191 0 0 0
4295175204 0 0 0
4295175217 0 0 0
4295175230 0 0 0
4295175243 0 0 0
4295175256 0 0 0
4295175269 0 0 0
4295175282 0 0 0
4295175295 2315 0 0
4295175308 0 0 0
4295175321 0 0 0
4295175334 0 0 0
4295175347 0 0 0
4295175360 0 0 0
4295175373 0 0 0
4295175386 0 0 0
4295175399 0 0 0
4295175412 0 0 0
4295175425 0 0 0
4295175438 0 0 0
4295175451 0 0 0
4295175464 0 0 0
4295175477 0 0 0
4295175490 0 0 0
4295175503 0 0 0
4295175516 0 0 0
4295175529 0 0 0
4295175542 1874 0 1
4295175555 0 0 0
4295175568 0 0 0
4295175581 0 0 0
4295175594 0 0 0
4295175607 0 0 0
4295175620 0 0 0
4295175633 0 0 0
4295175646 0 0 0
4295175659 0 0 0
4295175672 0 0 0
4295175685 0 0 0
4295175698 0 0 0
4295175711 0 0 0
4295175724 0 0 0
4295175737 0 0 0
4295175750 0 0 0
4295175763 0 0 0
4295175776 0 0 0
4295175789 1602 0 1
4295175802 0 0 0
4295175815 0 0 0
4295175828 0 0 0
4295175841 0 0 0
4295175854 0 0 0
4295175867 0 0 0
4295175880 0 0 0
4295175893 0 0 0
4295175906 0 0 0
4295175919 0 0 0
4295175932 0 0 0
4295175945 0 0 0
4295175958 0 0 0
4295175971 0 0 0
4295175984 0 0 0
4295175997 0 0 0
4295176010 0 0 0
4295176023 0 0 0
4295176036 0 0 0
4295176049 1252 0 1
4295176062 0 0 0
4295176075 0 0 0
4295176088 0 0 0
4295176101 0 0 0
4295176114 0 0 0
4295176127 0 0 0
4295176140 0 0 0
4295176153 0 0 0
4295176166 0 0 0
4295176179 0 0 0
4295176192 0 0 0
4295176205 0 0 0
4295176218 0 0 0
4295176231 0 0 0
4295176244 0 0 0
4295176257 0 0 0
4295176270 0 0 0
4295176283 0 0 0
4295176296 982 0 1
4295176309 0 0 0
4295176322 0 0 0
4295176335 0 0 0
4295176348 0 0 0
4295176361 0 0 0
4295176374 0 0 0
4295176387 0 0 0
4295176400 0 0 0
4295176413 0 0 0
4295176426 0 0 0
4295176439 0 0 0
4295176452 0 0 0
4295176465 0 0 0
4295176478 0 0 0
4295176491 0 0 0
4295176504 0 0 0
4295176517 0 0 0
4295176530 0 0 0
4295176543 897 0 1
4295176556 0 0 0
4295176569 0 0 0
4295176582 0 0 0
4295176595 0 0 0
4295176608 0 0 0
4295176621 0 0 0
4295176634 0 0 0
4295176647 0 0 0
4295176660 0 0 0
4295176673 0 0 0
4295176686 0 0 0
4295176699 0 0 0
4295176712 0 0 0
4295176725 0 0 0
4295176738 0 0 0
4295176751 0 0 0
4295176764 0 0 0
4295176777 0 0 0
4295176790 0 0 0
4295176803 721 0 1
4295176816 0 0 0
4295176829 0 0 0
4295176842 0 0 0
4295176855 0 0 0
4295176868 0 0 0
4295176881 0 0 0
4295176894 0 0 0
4295176907 0 0 0
4295176920 0 0 0
4295176933 0 0 0
4295176946 0 0 0
4295176959 0 0 0
4295176972 0 0 0
4295176985 0 0 0
4295176998 0 0 0
4295177011 0 0 0
4295177024 0 0 0
4295177037 0 0 0
4295177050 621 0 1
4295177063 0 0 0
4295177076 0 0 0
4295177089 0 0 0
4295177102 0 0 0
4295177115 0 0 0
4295177128 0 0 0
4295177141 0 0 0
4295177154 0 0 0
4295177167 0 0 0
4295177180 0 0 0
4295177193 0 0 0
4295177206 0 0 0
4295177219 0 0 0
4295177232 0 0 0
4295177245 0 0 0
4295177258 0 0 0
4295177271 0 0 0
4295177284 0 0 0
4295177297 481 0 1
4295177310 0 0 0
4295177323 0 0 0
4295177336 0 0 0
4295177349 0 0 0
4295177362 0 0 0
4295177375 0 0 0
4295177388 0 0 0
4295177401 0 0 0
4295177414 0 0 0
4295177427 0 0 0
4295177440 0 0 0
4295177453 0 0 0
4295177466 0 0 0
4295177479 0 0 0
4295177492 0 0 0
4295177505 0 0 0
4295177518 0 0 0
4295177531 0 0 0
4295177544 226 0 1
4295177557 172 0 0
4295177570 0 0 0
4295177583 0 0 0
4295177596 0 0 0
4295177609 0 0 0
4295177622 0 0 0
4295177635 0 0 0
4295177648 0 0 0
4295177661 0 0 0
4295177674 0 0 0
4295177687 0 0 0
4295177700 0 0 0
4295177713 0 0 0
4295177726 0 0 0
4295177739 0 0 0
4295177752 0 0 0
4295177765 0 0 0
4295177778 0 0 0
4295177791 0 0 0
4295177804 347 0 1
4295177817 0 0 0
4295177830 0 0 0
4295177843 0 0 0
4295177856 0 0 0
4295177869 0 0 0
4295177882 0 0 0
4295177895 0 0 0
4295177908 0 0 0
4295177921 0 0 0
4295177934 0 0 0
4295177947 0 0 0
4295177960 0 0 0
4295177973 0 0 0
4295177986 0 0 0
4295177999 0 0 0
4295178012 0 0 0
4295178025 0 0 0
4295178038 0 0 0
4295178051 249 0 1
4295178064 0 0 0
4295178077 0 0 0
4295178090 0 0 0
4295178103 0 0 0
4295178116 0 0 0
4295178129 0 0 0
4295178142 0 0 0
4295178155 0 0 0
4295178168 0 0 0
4295178181 0 0 0
4295178194 0 0 0
4295178207 0 0 0
4295178220 0 0 0
4295178233 0 0 0
4295178246 0 0 0
4295178259 0 0 0
4295178272 0 0 0
4295178285 0 0 0
4295178298 237 0 1
4295178311 0 0 0
4295178324 0 0 0
4295178337 0 0 0
4295178350 0 0 0
4295178363 0 0 0
4295178376 0 0 0
4295178389 0 0 0
4295178402 0 0 0
4295178415 0 0 0
4295178428 0 0 0
4295178441 0 0 0
4295178454 0 0 0
4295178467 0 0 0
4295178480 0 0 0
4295178493 0 0 0
4295178506 0 0 0
4295178519 0 0 0
4295178532 0 0 0
4295178545 0 0 0
4295178558 0 0 10
read 388 profiled data
